major_code,special_name,special_type,type_name,catalog_level,level2_name,level3_name,civil_service_fit_score,civil_service_fit_level,exam_scope,direct_role_count,direct_exact_role_count,direct_broad_role_count,direct_no_major_limit_role_count,direct_quasi_three_unlimited_role_count,direct_exact_role_pct,direct_broad_role_pct,direct_no_major_limit_role_pct,direct_quasi_three_unlimited_role_pct,position_match_profile,suitable_role_types,direct_plan_num_sum,direct_weighted_competition_ratio,direct_low_restriction_role_count,direct_central_role_count,direct_central_role_pct,direct_central_avg_competition_ratio,direct_provincial_role_count,direct_provincial_role_pct,direct_provincial_avg_competition_ratio,direct_city_role_count,direct_city_role_pct,direct_city_avg_competition_ratio,direct_county_or_below_role_count,direct_county_or_below_role_pct,direct_county_or_below_avg_competition_ratio,graduate_path_role_count,textual_all_role_count,textual_exact_role_match_count,textual_broad_role_match_count,textual_opportunity_level,upgrade_or_graduate_potential_level,fit_basis,tier1_head_research_reading,tier2_regional_reading,tier3_applied_vocational_reading,sample_departments,sample_job_names
540110,智慧景区开发与管理,专科(高职),,专科,旅游大类,旅游类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,none,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,,
540111,智慧旅游技术应用,专科(高职),,专科,旅游大类,旅游类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,none,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,,
540112,会展策划与管理,专科(高职),,专科,旅游大类,旅游类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,none,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,,
540113,休闲服务与管理,专科(高职),,专科,旅游大类,旅游类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,none,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,,
540201,餐饮智能管理,专科(高职),,专科,旅游大类,餐饮类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,none,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,,
540202,烹饪工艺与营养,专科(高职),,专科,旅游大类,餐饮类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,none,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,,
540203,中西面点工艺,专科(高职),,专科,旅游大类,餐饮类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,none,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,,
540204,西式烹饪工艺,专科(高职),,专科,旅游大类,餐饮类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,none,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,,
540205,营养配餐,专科(高职),,专科,旅游大类,餐饮类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,none,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,普通应用/职业院校下直接考公空间很小，优先看事业单位、基层项目或行业就业。,,
360101,网络与新媒体,本科(职业),,本科,新闻传播大类,新闻出版类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,不适合作为普通应用院校的考公主卖点。,,
360201,播音与主持,本科(职业),,本科,新闻传播大类,广播影视类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,不适合作为普通应用院校的考公主卖点。,,
360202,影视摄影与制作,本科(职业),,本科,新闻传播大类,广播影视类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,不适合作为普通应用院校的考公主卖点。,,
360203,数字广播电视技术,本科(职业),,本科,新闻传播大类,广播影视类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,不适合作为普通应用院校的考公主卖点。,,
360204,影视编导,本科(职业),,本科,新闻传播大类,广播影视类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,不适合作为普通应用院校的考公主卖点。,,
360205,全媒体新闻采编与制作,本科(职业),,本科,新闻传播大类,广播影视类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,不适合作为普通应用院校的考公主卖点。,,
360206,数字动画,本科(职业),,本科,新闻传播大类,广播影视类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,不适合作为普通应用院校的考公主卖点。,,
210101,现代种业技术,本科(职业),,本科,农林牧渔大类,农业类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,不适合作为普通应用院校的考公主卖点。,,
210102,作物生产与品质改良,本科(职业),,本科,农林牧渔大类,农业类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,不适合作为普通应用院校的考公主卖点。,,
210103,智慧农业技术,本科(职业),,本科,农林牧渔大类,农业类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,不适合作为普通应用院校的考公主卖点。,,
210104,设施园艺,本科(职业),,本科,农林牧渔大类,农业类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,不适合作为普通应用院校的考公主卖点。,,
210105,现代农业经营与管理,本科(职业),,本科,农林牧渔大类,农业类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,不适合作为普通应用院校的考公主卖点。,,
210106,智能化农业装备技术,本科(职业),,本科,农林牧渔大类,农业类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,不适合作为普通应用院校的考公主卖点。,,
210107,现代植保技术,本科(职业),,本科,农林牧渔大类,农业类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,不适合作为普通应用院校的考公主卖点。,,
210108,茶叶生产与应用技术,本科(职业),,本科,农林牧渔大类,农业类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,不适合作为普通应用院校的考公主卖点。,,
210201,智慧林业技术,本科(职业),,本科,农林牧渔大类,林业类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,不适合作为普通应用院校的考公主卖点。,,
210202,园林工程,本科(职业),,本科,农林牧渔大类,林业类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,不适合作为普通应用院校的考公主卖点。,,
210203,木业产品智能制造,本科(职业),,本科,农林牧渔大类,林业类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,不适合作为普通应用院校的考公主卖点。,,
210204,林草保护工程,本科(职业),,本科,农林牧渔大类,林业类,0.0,很弱/无直接岗位,2026国考职位表/中央机关及直属机构口径（第三方镜像）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无直接可报岗位,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,暂无明显潜力,2026岗位文本中未形成直接可报匹配。,不建议把考公作为该专业在头部院校的核心卖点。,直接考公适配弱，应更多看行业就业或升学转换。,不适合作为普通应用院校的考公主卖点。,,
