major_code,special_name,special_type,type_name,catalog_level,level2_name,level3_name,civil_service_fit_score,civil_service_fit_level,exam_scope,direct_role_count,direct_exact_role_count,direct_broad_role_count,direct_no_major_limit_role_count,direct_quasi_three_unlimited_role_count,direct_exact_role_pct,direct_broad_role_pct,direct_no_major_limit_role_pct,direct_quasi_three_unlimited_role_pct,position_match_profile,suitable_role_types,direct_plan_num_sum,direct_weighted_competition_ratio,direct_low_restriction_role_count,direct_central_role_count,direct_central_role_pct,direct_central_avg_competition_ratio,direct_provincial_role_count,direct_provincial_role_pct,direct_provincial_avg_competition_ratio,direct_city_role_count,direct_city_role_pct,direct_city_avg_competition_ratio,direct_county_or_below_role_count,direct_county_or_below_role_pct,direct_county_or_below_avg_competition_ratio,graduate_path_role_count,textual_all_role_count,textual_exact_role_match_count,textual_broad_role_match_count,textual_opportunity_level,upgrade_or_graduate_potential_level,fit_basis,tier1_head_research_reading,tier2_regional_reading,tier3_applied_vocational_reading,sample_departments,sample_job_names
101002,医学实验技术,本科(普通),,本科,医学,医学技术类,30.9,弱适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,36.0,3.0,33.0,0.0,0.0,8.3,91.7,0.0,0.0,主要靠专业大类/门类岗位,海关/边检(21)；公安/移民/基层执法(17)；交通海事民航铁路(1),39.0,157.69,14.0,1.0,2.8,11.0,13.0,36.1,14.54,4.0,11.1,122.0,18.0,50.0,293.89,4.0,40.0,3.0,37.0,limited,升学后弱潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,可以考，但院校层级优势有限，更依赖岗位地区和限制条件。,岗位窗口较窄，建议只作为就业备选项。,不适合作为普通应用院校的考公主卖点。,上海出入境边防检查总站|上海市公安局特勤局|公安部|北京市公安局特勤局|呼和浩特海关|国务院国有资产监督管理委员会|国家医疗保障局|国家卫生健康委员会,一级警长及以下（一）|一级警长及以下（七）|一级警长及以下（五）|一级警长及以下（八）|一级警长及以下（六）|业务处室一级主任科员及以下|业务处室一级主任科员及以下5|卫生检疫一级行政执法员
101003,医学影像技术,本科(普通),,本科,医学,医学技术类,29.3,弱适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,35.0,2.0,33.0,0.0,0.0,5.7,94.3,0.0,0.0,主要靠专业大类/门类岗位,海关/边检(20)；公安/移民/基层执法(17)；交通海事民航铁路(1),38.0,147.61,13.0,1.0,2.9,11.0,13.0,37.1,14.54,4.0,11.4,122.0,17.0,48.6,279.35,4.0,39.0,2.0,37.0,limited,升学后弱潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,可以考，但院校层级优势有限，更依赖岗位地区和限制条件。,岗位窗口较窄，建议只作为就业备选项。,不适合作为普通应用院校的考公主卖点。,上海出入境边防检查总站|上海市公安局特勤局|公安部|北京市公安局特勤局|国务院国有资产监督管理委员会|国家医疗保障局|国家卫生健康委员会|大连海关,一级警长及以下（一）|一级警长及以下（七）|一级警长及以下（五）|一级警长及以下（八）|一级警长及以下（六）|业务处室一级主任科员及以下|业务处室一级主任科员及以下5|卫生检疫二级主办及以下
101004,眼视光学,本科(普通),,本科,医学,医学技术类,23.7,弱适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,33.0,0.0,33.0,0.0,0.0,0.0,100.0,0.0,0.0,主要靠专业大类/门类岗位,海关/边检(18)；公安/移民/基层执法(17)；交通海事民航铁路(1),36.0,150.86,11.0,1.0,3.0,11.0,13.0,39.4,14.54,4.0,12.1,122.0,15.0,45.5,304.73,4.0,37.0,0.0,37.0,limited,升学后弱潜力,主要来自专业类/学科门类宽口径匹配，报考前必须核官方专业目录。,可以考，但院校层级优势有限，更依赖岗位地区和限制条件。,岗位窗口较窄，建议只作为就业备选项。,不适合作为普通应用院校的考公主卖点。,上海出入境边防检查总站|上海市公安局特勤局|公安部|北京市公安局特勤局|国务院国有资产监督管理委员会|国家医疗保障局|国家卫生健康委员会|大连海关,一级警长及以下（一）|一级警长及以下（七）|一级警长及以下（五）|一级警长及以下（八）|一级警长及以下（六）|业务处室一级主任科员及以下|业务处室一级主任科员及以下5|卫生检疫二级主办及以下
101005,康复治疗学,本科(普通),,本科,医学,医学技术类,23.7,弱适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,33.0,0.0,33.0,0.0,0.0,0.0,100.0,0.0,0.0,主要靠专业大类/门类岗位,海关/边检(18)；公安/移民/基层执法(17)；交通海事民航铁路(1),36.0,150.86,11.0,1.0,3.0,11.0,13.0,39.4,14.54,4.0,12.1,122.0,15.0,45.5,304.73,4.0,37.0,0.0,37.0,limited,升学后弱潜力,主要来自专业类/学科门类宽口径匹配，报考前必须核官方专业目录。,可以考，但院校层级优势有限，更依赖岗位地区和限制条件。,岗位窗口较窄，建议只作为就业备选项。,不适合作为普通应用院校的考公主卖点。,上海出入境边防检查总站|上海市公安局特勤局|公安部|北京市公安局特勤局|国务院国有资产监督管理委员会|国家医疗保障局|国家卫生健康委员会|大连海关,一级警长及以下（一）|一级警长及以下（七）|一级警长及以下（五）|一级警长及以下（八）|一级警长及以下（六）|业务处室一级主任科员及以下|业务处室一级主任科员及以下5|卫生检疫二级主办及以下
101006,口腔医学技术,本科(普通),,本科,医学,医学技术类,23.7,弱适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,33.0,0.0,33.0,0.0,0.0,0.0,100.0,0.0,0.0,主要靠专业大类/门类岗位,海关/边检(18)；公安/移民/基层执法(17)；交通海事民航铁路(1),36.0,150.86,11.0,1.0,3.0,11.0,13.0,39.4,14.54,4.0,12.1,122.0,15.0,45.5,304.73,4.0,37.0,0.0,37.0,limited,升学后弱潜力,主要来自专业类/学科门类宽口径匹配，报考前必须核官方专业目录。,可以考，但院校层级优势有限，更依赖岗位地区和限制条件。,岗位窗口较窄，建议只作为就业备选项。,不适合作为普通应用院校的考公主卖点。,上海出入境边防检查总站|上海市公安局特勤局|公安部|北京市公安局特勤局|国务院国有资产监督管理委员会|国家医疗保障局|国家卫生健康委员会|大连海关,一级警长及以下（一）|一级警长及以下（七）|一级警长及以下（五）|一级警长及以下（八）|一级警长及以下（六）|业务处室一级主任科员及以下|业务处室一级主任科员及以下5|卫生检疫二级主办及以下
101007,卫生检验与检疫,本科(普通),,本科,医学,医学技术类,53.1,中等适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,117.0,84.0,33.0,0.0,0.0,71.8,28.2,0.0,0.0,以对口岗位为主,海关/边检(102)；公安/移民/基层执法(17)；交通海事民航铁路(1),142.0,156.0,90.0,1.0,0.9,11.0,14.0,12.0,15.71,8.0,6.8,109.88,94.0,80.3,196.28,4.0,121.0,84.0,37.0,medium,升学后弱潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,可以考，但院校层级优势有限，更依赖岗位地区和限制条件。,可作为备选路径，适合叠加党员、基层项目、应届身份等条件。,可作为基层备选，但要靠地域、应届和限制条件放大机会。,上海出入境边防检查总站|上海市公安局特勤局|乌鲁木齐海关|公安部|兰州海关|北京市公安局特勤局|南京海关|南宁海关,一级警长及以下（一）|一级警长及以下（七）|一级警长及以下（五）|一级警长及以下（八）|一级警长及以下（六）|业务处室一级主任科员及以下|业务处室一级主任科员及以下5|卫生检疫一级行政执法员
101008T,听力与言语康复学,本科(普通),,本科,医学,医学技术类,23.7,弱适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,33.0,0.0,33.0,0.0,0.0,0.0,100.0,0.0,0.0,主要靠专业大类/门类岗位,海关/边检(18)；公安/移民/基层执法(17)；交通海事民航铁路(1),36.0,150.86,11.0,1.0,3.0,11.0,13.0,39.4,14.54,4.0,12.1,122.0,15.0,45.5,304.73,4.0,37.0,0.0,37.0,limited,升学后弱潜力,主要来自专业类/学科门类宽口径匹配，报考前必须核官方专业目录。,可以考，但院校层级优势有限，更依赖岗位地区和限制条件。,岗位窗口较窄，建议只作为就业备选项。,不适合作为普通应用院校的考公主卖点。,上海出入境边防检查总站|上海市公安局特勤局|公安部|北京市公安局特勤局|国务院国有资产监督管理委员会|国家医疗保障局|国家卫生健康委员会|大连海关,一级警长及以下（一）|一级警长及以下（七）|一级警长及以下（五）|一级警长及以下（八）|一级警长及以下（六）|业务处室一级主任科员及以下|业务处室一级主任科员及以下5|卫生检疫二级主办及以下
101009T,康复物理治疗,本科(普通),,本科,医学,医学技术类,23.7,弱适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,33.0,0.0,33.0,0.0,0.0,0.0,100.0,0.0,0.0,主要靠专业大类/门类岗位,海关/边检(18)；公安/移民/基层执法(17)；交通海事民航铁路(1),36.0,150.86,11.0,1.0,3.0,11.0,13.0,39.4,14.54,4.0,12.1,122.0,15.0,45.5,304.73,4.0,37.0,0.0,37.0,limited,升学后弱潜力,主要来自专业类/学科门类宽口径匹配，报考前必须核官方专业目录。,可以考，但院校层级优势有限，更依赖岗位地区和限制条件。,岗位窗口较窄，建议只作为就业备选项。,不适合作为普通应用院校的考公主卖点。,上海出入境边防检查总站|上海市公安局特勤局|公安部|北京市公安局特勤局|国务院国有资产监督管理委员会|国家医疗保障局|国家卫生健康委员会|大连海关,一级警长及以下（一）|一级警长及以下（七）|一级警长及以下（五）|一级警长及以下（八）|一级警长及以下（六）|业务处室一级主任科员及以下|业务处室一级主任科员及以下5|卫生检疫二级主办及以下
101010T,康复作业治疗,本科(普通),,本科,医学,医学技术类,23.7,弱适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,33.0,0.0,33.0,0.0,0.0,0.0,100.0,0.0,0.0,主要靠专业大类/门类岗位,海关/边检(18)；公安/移民/基层执法(17)；交通海事民航铁路(1),36.0,150.86,11.0,1.0,3.0,11.0,13.0,39.4,14.54,4.0,12.1,122.0,15.0,45.5,304.73,4.0,37.0,0.0,37.0,limited,升学后弱潜力,主要来自专业类/学科门类宽口径匹配，报考前必须核官方专业目录。,可以考，但院校层级优势有限，更依赖岗位地区和限制条件。,岗位窗口较窄，建议只作为就业备选项。,不适合作为普通应用院校的考公主卖点。,上海出入境边防检查总站|上海市公安局特勤局|公安部|北京市公安局特勤局|国务院国有资产监督管理委员会|国家医疗保障局|国家卫生健康委员会|大连海关,一级警长及以下（一）|一级警长及以下（七）|一级警长及以下（五）|一级警长及以下（八）|一级警长及以下（六）|业务处室一级主任科员及以下|业务处室一级主任科员及以下5|卫生检疫二级主办及以下
101016TK,健康与医疗保障,本科(普通),,本科,医学,医学技术类,23.7,弱适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,33.0,0.0,33.0,0.0,0.0,0.0,100.0,0.0,0.0,主要靠专业大类/门类岗位,海关/边检(18)；公安/移民/基层执法(17)；交通海事民航铁路(1),36.0,150.86,11.0,1.0,3.0,11.0,13.0,39.4,14.54,4.0,12.1,122.0,15.0,45.5,304.73,4.0,37.0,0.0,37.0,limited,升学后弱潜力,主要来自专业类/学科门类宽口径匹配，报考前必须核官方专业目录。,可以考，但院校层级优势有限，更依赖岗位地区和限制条件。,岗位窗口较窄，建议只作为就业备选项。,不适合作为普通应用院校的考公主卖点。,上海出入境边防检查总站|上海市公安局特勤局|公安部|北京市公安局特勤局|国务院国有资产监督管理委员会|国家医疗保障局|国家卫生健康委员会|大连海关,一级警长及以下（一）|一级警长及以下（七）|一级警长及以下（五）|一级警长及以下（八）|一级警长及以下（六）|业务处室一级主任科员及以下|业务处室一级主任科员及以下5|卫生检疫二级主办及以下
101017TK,老年医学与健康,本科(普通),,本科,医学,医学技术类,23.7,弱适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,33.0,0.0,33.0,0.0,0.0,0.0,100.0,0.0,0.0,主要靠专业大类/门类岗位,海关/边检(18)；公安/移民/基层执法(17)；交通海事民航铁路(1),36.0,150.86,11.0,1.0,3.0,11.0,13.0,39.4,14.54,4.0,12.1,122.0,15.0,45.5,304.73,4.0,37.0,0.0,37.0,limited,升学后弱潜力,主要来自专业类/学科门类宽口径匹配，报考前必须核官方专业目录。,可以考，但院校层级优势有限，更依赖岗位地区和限制条件。,岗位窗口较窄，建议只作为就业备选项。,不适合作为普通应用院校的考公主卖点。,上海出入境边防检查总站|上海市公安局特勤局|公安部|北京市公安局特勤局|国务院国有资产监督管理委员会|国家医疗保障局|国家卫生健康委员会|大连海关,一级警长及以下（一）|一级警长及以下（七）|一级警长及以下（五）|一级警长及以下（八）|一级警长及以下（六）|业务处室一级主任科员及以下|业务处室一级主任科员及以下5|卫生检疫二级主办及以下
101101K,护理学,本科(普通),,本科,医学,护理学类,33.7,弱适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,41.0,1.0,40.0,0.0,0.0,2.4,97.6,0.0,0.0,主要靠专业大类/门类岗位,海关/边检(27)；公安/移民/基层执法(16),71.0,54.14,24.0,1.0,2.4,11.0,13.0,31.7,14.54,5.0,12.2,72.77,22.0,53.7,110.6,4.0,45.0,1.0,44.0,limited,升学后弱潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,可以考，但院校层级优势有限，更依赖岗位地区和限制条件。,岗位窗口较窄，建议只作为就业备选项。,不适合作为普通应用院校的考公主卖点。,上海出入境边防检查总站|上海市公安局特勤局|公安部|北京市公安局特勤局|国务院国有资产监督管理委员会|国家医疗保障局|国家卫生健康委员会|山东省公安厅特勤局,一级警长及以下（一）|一级警长及以下（七）|一级警长及以下（五）|一级警长及以下（八）|一级警长及以下（六）|业务处室一级主任科员及以下|业务处室一级主任科员及以下5|卫生检疫四级主办及以下
101102TK,助产学,本科(普通),,本科,医学,护理学类,30.2,弱适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,40.0,0.0,40.0,0.0,0.0,0.0,100.0,0.0,0.0,主要靠专业大类/门类岗位,海关/边检(26)；公安/移民/基层执法(16),69.0,55.26,23.0,1.0,2.5,11.0,13.0,32.5,14.54,5.0,12.5,72.77,21.0,52.5,115.13,4.0,44.0,0.0,44.0,limited,升学后弱潜力,主要来自专业类/学科门类宽口径匹配，报考前必须核官方专业目录。,可以考，但院校层级优势有限，更依赖岗位地区和限制条件。,岗位窗口较窄，建议只作为就业备选项。,不适合作为普通应用院校的考公主卖点。,上海出入境边防检查总站|上海市公安局特勤局|公安部|北京市公安局特勤局|国务院国有资产监督管理委员会|国家医疗保障局|国家卫生健康委员会|山东省公安厅特勤局,一级警长及以下（一）|一级警长及以下（七）|一级警长及以下（五）|一级警长及以下（八）|一级警长及以下（六）|业务处室一级主任科员及以下|业务处室一级主任科员及以下5|卫生检疫四级主办及以下
120101,管理科学,本科(普通),,本科,管理学,管理科学与工程类,88.1,强适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,1610.0,1582.0,28.0,0.0,0.0,98.3,1.7,0.0,0.0,以对口岗位为主,税务系统(1509)；公安/移民/基层执法(45)；财政审计金融监管(28)；海关/边检(26)；交通海事民航铁路(17)；网信/通信/信息化(6),3429.0,90.2,1104.0,4.0,0.2,741.0,29.0,1.8,101.98,92.0,5.7,108.31,1485.0,92.2,104.25,68.0,1678.0,1632.0,46.0,high,升学后中等潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,头部院校可把该专业作为中央/省级机关、选调和研究生岗位的主赛道之一。,区域重点/特色院校可重点面向省市县税务、执法、市场监管和事业单位路径。,应用本科可走县区基层、行政执法和地方单位，学校层级不宜夸大。,上海出入境边防检查总站|上海市公安局特勤局|上海铁路公安局|东北虎豹国家公园管理局|中国井冈山干部学院|中国工程院|中国残联|中国民用航空局中南地区管理局,一处一级主任科员及以下|一处一级警长及以下|一处警务技术一级主管及以下|一级主任科员及以下|一级主任科员及以下（二）|一级主办及以下|一级主办及以下（一）|一级主办及以下（七）
120102,信息管理与信息系统,本科(普通),,本科,管理学,管理科学与工程类,65.8,较强适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,1608.0,14.0,1594.0,0.0,0.0,0.9,99.1,0.0,0.0,主要靠专业大类/门类岗位,税务系统(1509)；公安/移民/基层执法(52)；财政审计金融监管(29)；海关/边检(23)；交通海事民航铁路(18)；统计调查(5),3424.0,89.47,1099.0,4.0,0.2,403.75,28.0,1.7,105.04,101.0,6.3,106.97,1475.0,91.7,102.98,60.0,1668.0,17.0,1651.0,high,升学后中等潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,头部院校优势主要体现在保研/读研后进入更高层级岗位。,区域重点/特色院校可重点面向省市县税务、执法、市场监管和事业单位路径。,应用本科可走县区基层、行政执法和地方单位，学校层级不宜夸大。,上海出入境边防检查总站|上海市公安局特勤局|上海铁路公安局|东北虎豹国家公园管理局|中国井冈山干部学院|中国工程院|中国残联|中国民用航空局中南地区管理局,一处一级主任科员及以下|一处一级警长及以下|一处警务技术一级主管及以下|一级主任科员及以下|一级主任科员及以下（二）|一级主办及以下|一级主办及以下（一）|一级主办及以下（七）
120104,房地产开发与管理,本科(普通),,本科,管理学,管理科学与工程类,52.8,中等适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,1594.0,0.0,1594.0,0.0,0.0,0.0,100.0,0.0,0.0,主要靠专业大类/门类岗位,税务系统(1509)；公安/移民/基层执法(44)；财政审计金融监管(27)；交通海事民航铁路(17)；海关/边检(15)；统计调查(5),3403.0,89.07,1095.0,3.0,0.2,502.67,28.0,1.8,105.04,90.0,5.6,109.04,1473.0,92.4,102.11,57.0,1651.0,0.0,1651.0,high,升学后中等潜力,主要来自专业类/学科门类宽口径匹配，报考前必须核官方专业目录。,头部院校优势主要体现在保研/读研后进入更高层级岗位。,可作为备选路径，适合叠加党员、基层项目、应届身份等条件。,可作为基层备选，但要靠地域、应届和限制条件放大机会。,上海出入境边防检查总站|上海市公安局特勤局|上海铁路公安局|东北虎豹国家公园管理局|中国井冈山干部学院|中国工程院|中国残联|中国民用航空局中南地区管理局,一处一级主任科员及以下|一处一级警长及以下|一处警务技术一级主管及以下|一级主任科员及以下|一级主任科员及以下（二）|一级主办及以下|一级主办及以下（一）|一级主办及以下（七）
120105,工程造价,本科(普通),,本科,管理学,管理科学与工程类,66.7,较强适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,1610.0,17.0,1593.0,0.0,0.0,1.1,98.9,0.0,0.0,主要靠专业大类/门类岗位,税务系统(1509)；公安/移民/基层执法(51)；财政审计金融监管(27)；海关/边检(25)；交通海事民航铁路(17)；统计调查(5),3422.0,90.8,1100.0,5.0,0.3,499.0,30.0,1.9,149.27,97.0,6.0,105.5,1478.0,91.8,104.76,57.0,1669.0,20.0,1649.0,high,升学后中等潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,头部院校优势主要体现在保研/读研后进入更高层级岗位。,区域重点/特色院校可重点面向省市县税务、执法、市场监管和事业单位路径。,应用本科可走县区基层、行政执法和地方单位，学校层级不宜夸大。,上海出入境边防检查总站|上海市公安局特勤局|上海铁路公安局|东北虎豹国家公园管理局|中国井冈山干部学院|中国工程院|中国残联|中国民用航空局中南地区管理局,一处一级主任科员及以下|一处一级警长及以下|一处警务技术一级主管及以下|一级主任科员及以下|一级主任科员及以下（二）|一级主办及以下|一级主办及以下（一）|一级主办及以下（七）
120106TK,保密管理,本科(普通),,本科,管理学,管理科学与工程类,62.8,较强适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,1601.0,7.0,1594.0,0.0,0.0,0.4,99.6,0.0,0.0,主要靠专业大类/门类岗位,税务系统(1509)；公安/移民/基层执法(49)；财政审计金融监管(28)；海关/边检(20)；交通海事民航铁路(17)；统计调查(5),3412.0,89.2,1095.0,4.0,0.2,403.75,29.0,1.8,103.97,95.0,5.9,114.21,1473.0,92.0,102.11,57.0,1658.0,7.0,1651.0,high,升学后中等潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,头部院校优势主要体现在保研/读研后进入更高层级岗位。,区域重点/特色院校可重点面向省市县税务、执法、市场监管和事业单位路径。,应用本科可走县区基层、行政执法和地方单位，学校层级不宜夸大。,上海出入境边防检查总站|上海市公安局特勤局|上海铁路公安局|东北虎豹国家公园管理局|中国井冈山干部学院|中国工程院|中国残联|中国民用航空局中南地区管理局,一处一级主任科员及以下|一处一级警长及以下|一处警务技术一级主管及以下|一级主任科员及以下|一级主任科员及以下（二）|一级主办及以下|一级主办及以下（一）|一级主办及以下（七）
120107T,邮政管理,本科(普通),,本科,管理学,管理科学与工程类,69.1,较强适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,1623.0,29.0,1594.0,0.0,0.0,1.8,98.2,0.0,0.0,主要靠专业大类/门类岗位,税务系统(1509)；公安/移民/基层执法(44)；财政审计金融监管(27)；交通海事民航铁路(17)；海关/边检(15)；统计调查(5),3432.0,89.72,1097.0,3.0,0.2,502.67,28.0,1.7,105.04,119.0,7.3,122.92,1473.0,90.8,102.11,57.0,1680.0,29.0,1651.0,high,升学后中等潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,头部院校优势主要体现在保研/读研后进入更高层级岗位。,区域重点/特色院校可重点面向省市县税务、执法、市场监管和事业单位路径。,应用本科可走县区基层、行政执法和地方单位，学校层级不宜夸大。,上海出入境边防检查总站|上海市公安局特勤局|上海铁路公安局|东北虎豹国家公园管理局|中国井冈山干部学院|中国工程院|中国残联|中国民用航空局中南地区管理局,一处一级主任科员及以下|一处一级警长及以下|一处警务技术一级主管及以下|一级主任科员及以下|一级主任科员及以下二|一级主任科员及以下（二）|一级主办及以下|一级主办及以下（一）
120108T,大数据管理与应用,本科(普通),,本科,管理学,管理科学与工程类,72.6,较强适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,1650.0,58.0,1592.0,0.0,0.0,3.5,96.5,0.0,0.0,主要靠专业大类/门类岗位,税务系统(1509)；海关/边检(66)；公安/移民/基层执法(48)；财政审计金融监管(30)；交通海事民航铁路(18)；网信/通信/信息化(11),3491.0,89.44,1140.0,3.0,0.2,502.67,33.0,2.0,133.74,99.0,6.0,106.53,1515.0,91.8,102.49,62.0,1712.0,63.0,1649.0,high,升学后中等潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,头部院校优势主要体现在保研/读研后进入更高层级岗位。,区域重点/特色院校可重点面向省市县税务、执法、市场监管和事业单位路径。,应用本科可走县区基层、行政执法和地方单位，学校层级不宜夸大。,上海出入境边防检查总站|上海市公安局特勤局|上海铁路公安局|东北虎豹国家公园管理局|中国井冈山干部学院|中国工程院|中国残联|中国民用航空局中南地区管理局,一处一级主任科员及以下|一处一级警长及以下|一处警务技术一级主管及以下|一级主任科员及以下|一级主任科员及以下（二）|一级主办及以下|一级主办及以下（一）|一级主办及以下（七）
120109T,工程审计,本科(普通),,本科,管理学,管理科学与工程类,71.1,较强适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,1637.0,44.0,1593.0,0.0,0.0,2.7,97.3,0.0,0.0,主要靠专业大类/门类岗位,税务系统(1509)；公安/移民/基层执法(57)；海关/边检(55)；财政审计金融监管(34)；交通海事民航铁路(18)；统计调查(5),3464.0,89.99,1117.0,3.0,0.2,502.67,29.0,1.8,152.45,112.0,6.8,94.76,1493.0,91.2,104.53,57.0,1694.0,45.0,1649.0,high,升学后中等潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,头部院校优势主要体现在保研/读研后进入更高层级岗位。,区域重点/特色院校可重点面向省市县税务、执法、市场监管和事业单位路径。,应用本科可走县区基层、行政执法和地方单位，学校层级不宜夸大。,上海出入境边防检查总站|上海市公安局特勤局|上海铁路公安局|东北虎豹国家公园管理局|中国井冈山干部学院|中国工程院|中国残联|中国民用航空局中南地区管理局,一处一级主任科员及以下|一处一级警长及以下|一处警务技术一级主管及以下|一级主任科员及以下|一级主任科员及以下（二）|一级主办及以下|一级主办及以下（一）|一级主办及以下（七）
120110T,计算金融,本科(普通),,本科,管理学,管理科学与工程类,63.6,较强适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,1601.0,7.0,1594.0,0.0,0.0,0.4,99.6,0.0,0.0,主要靠专业大类/门类岗位,税务系统(1509)；公安/移民/基层执法(44)；财政审计金融监管(34)；交通海事民航铁路(17)；海关/边检(15)；统计调查(5),3414.0,89.07,1101.0,3.0,0.2,502.67,34.0,2.1,102.66,91.0,5.7,109.35,1473.0,92.0,102.11,137.0,1738.0,87.0,1651.0,high,升学后较强潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,头部院校优势主要体现在保研/读研后进入更高层级岗位。,区域重点/特色院校可重点面向省市县税务、执法、市场监管和事业单位路径。,应用本科可走县区基层、行政执法和地方单位，学校层级不宜夸大。,上海出入境边防检查总站|上海市公安局特勤局|上海铁路公安局|东北虎豹国家公园管理局|中国井冈山干部学院|中国人民银行|中国人民银行上海总部|中国人民银行云南省分行,一处一级主任科员及以下|一处一级警长及以下|一处警务技术一级主管及以下|一级主任科员及以下|一级主任科员及以下（二）|一级主办及以下|一级主办及以下（一）|一级主办及以下（七）
120111T,应急管理,本科(普通),,本科,管理学,管理科学与工程类,61.4,较强适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,1599.0,5.0,1594.0,0.0,0.0,0.3,99.7,0.0,0.0,主要靠专业大类/门类岗位,税务系统(1509)；公安/移民/基层执法(45)；财政审计金融监管(27)；交通海事民航铁路(18)；海关/边检(15)；统计调查(5),3410.0,89.4,1097.0,4.0,0.3,434.83,28.0,1.8,105.04,94.0,5.9,115.74,1473.0,92.1,102.11,57.0,1656.0,5.0,1651.0,high,升学后中等潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,头部院校优势主要体现在保研/读研后进入更高层级岗位。,区域重点/特色院校可重点面向省市县税务、执法、市场监管和事业单位路径。,应用本科可走县区基层、行政执法和地方单位，学校层级不宜夸大。,上海出入境边防检查总站|上海市公安局特勤局|上海铁路公安局|东北虎豹国家公园管理局|中国井冈山干部学院|中国工程院|中国残联|中国民用航空局中南地区管理局,一处一级主任科员及以下|一处一级警长及以下|一处警务技术一级主管及以下|一级主任科员及以下|一级主任科员及以下（二）|一级主办及以下|一级主办及以下（一）|一级主办及以下（七）
120201K,工商管理,本科(普通),,本科,管理学,工商管理类,78.5,强适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,2503.0,106.0,2397.0,0.0,0.0,4.2,95.8,0.0,0.0,以对口岗位为主,税务系统(2307)；公安/移民/基层执法(86)；海关/边检(55)；交通海事民航铁路(42)；统计调查(32)；财政审计金融监管(21),5256.0,87.9,1542.0,7.0,0.3,324.93,39.0,1.6,206.74,143.0,5.7,90.12,2314.0,92.4,99.75,126.0,2629.0,177.0,2452.0,high,升学后中等潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,头部院校可把该专业作为中央/省级机关、选调和研究生岗位的主赛道之一。,区域重点/特色院校可重点面向省市县税务、执法、市场监管和事业单位路径。,应用本科可走县区基层、行政执法和地方单位，学校层级不宜夸大。,上海出入境边防检查总站|上海市公安局特勤局|上海海关缉私局|上海铁路公安局|东北虎豹国家公园管理局|中国井冈山干部学院|中国地质调查局|中国外文局,一处一级警长及以下|一级主任科员及以下|一级主任科员及以下一|一级主任科员及以下（二）|一级主任科员及以下（英语四）|一级主办及以下|一级主办及以下(一)|一级主办及以下(二)
