id,special_id,code,special_name,special_type,type_name,level2_code,level2_name,level3_code,level3_name,degree,limit_year,year,ruanke_rank,salaryavg,fivesalaryavg
9492,189,081401,地质工程,本科(普通),,08,工学,76,地质类,工学学士,四年,,,103756,17000
9150,190,081402,勘查技术与工程,本科(普通),,08,工学,76,地质类,工学学士,四年,,,119278,16400
9211,191,081403K,资源勘查工程,本科(普通),,08,工学,76,地质类,工学学士,四年,,,133540,19100
9560,1179,081404T,地下水科学与工程,本科(普通),,08,工学,76,地质类,工学学士,四年,,,115069,12200
10479,8706,081405T,旅游地学与规划工程,本科(普通),,08,工学,76,地质类,工学学士,四年,,,133514,0
10889,9334,081406T,智能地球探测,本科(普通),,08,工学,76,地质类,工学学士,四年,,,133289,0
10994,9335,081407T,资源环境大数据工程,本科(普通),,08,工学,76,地质类,工学学士,四年,,,151055,0
9772,192,081501,采矿工程,本科(普通),,08,工学,0815,矿业类,工学学士,四年,,,129440,19800
9769,193,081502,石油工程,本科(普通),,08,工学,0815,矿业类,工学学士,四年,,,130417,21100
9787,194,081503,矿物加工工程,本科(普通),,08,工学,0815,矿业类,工学学士,四年,,,137621,18500
9651,195,081504,油气储运工程,本科(普通),,08,工学,0815,矿业类,工学学士,四年,,,91737,17200
9259,1180,081505T,矿物资源工程,本科(普通),,08,工学,0815,矿业类,工学学士,四年,,,128784,13500
9486,1181,081506T,海洋油气工程,本科(普通),,08,工学,0815,矿业类,工学学士,四年,,,140822,16100
10461,8811,081507T,智能采矿工程,本科(普通),,08,工学,0815,矿业类,工学学士,四年,,,119329,0
10682,9336,081508TK,碳储科学与工程,本科(普通),,08,工学,0815,矿业类,工学学士,四年,,,139140,0
9637,196,081601,纺织工程,本科(普通),,08,工学,0816,纺织类,工学学士,四年,,,79319,15700
9696,197,081602,服装设计与工程,本科(普通),,08,工学,0816,纺织类,"工学学士,艺术学学士",四年,,,79069,17200
9108,1182,081603T,非织造材料与工程,本科(普通),,08,工学,0816,纺织类,工学学士,四年,,,77862,17600
9107,1183,081604T,服装设计与工艺教育,本科(普通),,08,工学,0816,纺织类,工学学士,四年,,,74954,9200
10406,8398,081605T,丝绸设计与工程,本科(普通),,08,工学,0816,纺织类,工学学士,四年,,,63501,0
9890,198,081701,轻化工程,本科(普通),,08,工学,79,轻工类,工学学士,四年,,,91364,15100
9740,199,081702,包装工程,本科(普通),,08,工学,79,轻工类,工学学士,四年,,,86882,17200
9923,200,081703,印刷工程,本科(普通),,08,工学,79,轻工类,工学学士,四年,,,84776,14800
10528,8399,081704T,香料香精技术与工程,本科(普通),,08,工学,79,轻工类,工学学士,四年,,,104298,0
10128,8400,081705T,化妆品技术与工程,本科(普通),,08,工学,79,轻工类,工学学士,四年,,,119807,0
10740,9337,081706TK,生物质能源与材料,本科(普通),,08,工学,79,轻工类,工学学士,四年,,,119721,0
9316,10122,081707T,生物质技术与工程,本科(普通),,08,工学,79,轻工类,工学学士,四年,,,0,0
9849,201,081801,交通运输,本科(普通),,08,工学,0818,交通运输类,工学学士,四年,,,91650,18300
9937,202,081802,交通工程,本科(普通),,08,工学,0818,交通运输类,工学学士,四年,,,95872,17300
9661,203,081803K,航海技术,本科(普通),,08,工学,0818,交通运输类,工学学士,四年,,,92211,23200
9752,204,081804K,轮机工程,本科(普通),,08,工学,0818,交通运输类,工学学士,四年,,,99640,18700
9979,205,081805K,飞行技术,本科(普通),,08,工学,0818,交通运输类,工学学士,四年,,,93691,39000
9448,1184,081806T,交通设备与控制工程,本科(普通),,08,工学,0818,交通运输类,工学学士,四年,,,109023,21300
9554,1185,081807T,救助与打捞工程,本科(普通),,08,工学,0818,交通运输类,工学学士,四年,,,0,20300
9428,1186,081808TK,船舶电子电气工程,本科(普通),,08,工学,0818,交通运输类,工学学士,四年,,,94675,47700
10427,8401,081809T,轨道交通电气与控制,本科(普通),,08,工学,0818,交通运输类,工学学士,四年,,,116638,0
10169,8402,081810T,邮轮工程与管理,本科(普通),,08,工学,0818,交通运输类,工学学士,四年,,,0,0
10248,8812,081811T,智慧交通,本科(普通),,08,工学,0818,交通运输类,工学学士,四年,,,0,0
11005,9338,081812T,智能运输工程,本科(普通),,08,工学,0818,交通运输类,工学学士,四年,,,165640,0
9898,206,081901,船舶与海洋工程,本科(普通),,08,工学,0819,海洋工程类,工学学士,四年,,,125573,23300
9555,1187,081902T,海洋工程与技术,本科(普通),,08,工学,0819,海洋工程类,工学学士,四年,,,110839,15400
9517,1188,081903T,海洋资源开发技术,本科(普通),,08,工学,0819,海洋工程类,工学学士,四年,,,0,16700
10375,8403,081904T,海洋机器人,本科(普通),,08,工学,0819,海洋工程类,工学学士,四年,,,136422,0
10947,9339,081905T,智慧海洋技术,本科(普通),,08,工学,0819,海洋工程类,工学学士,四年,,,138789,0
10778,9887,081906T,智能海洋装备,本科(普通),,08,工学,0819,海洋工程类,工学学士,四年,,,124428,0
10040,207,082001,航空航天工程,本科(普通),,08,工学,82,航空航天类,工学学士,四年,,,139855,24500
9568,208,082002,飞行器设计与工程,本科(普通),,08,工学,82,航空航天类,工学学士,四年,,,0,20100
9598,209,082003,飞行器制造工程,本科(普通),,08,工学,82,航空航天类,工学学士,四年,,,0,20800
10005,210,082004,飞行器动力工程,本科(普通),,08,工学,82,航空航天类,工学学士,四年,,,0,20800
9872,211,082005,飞行器环境与生命保障工程,本科(普通),,08,工学,82,航空航天类,工学学士,四年,,,0,17400
9453,1189,082006T,飞行器质量与可靠性,本科(普通),,08,工学,82,航空航天类,工学学士,四年,,,0,18500
9366,1190,082007T,飞行器适航技术,本科(普通),,08,工学,82,航空航天类,工学学士,四年,,,0,20800
9187,1288,082008T,飞行器控制与信息工程,本科(普通),,08,工学,82,航空航天类,工学学士,四年,,,0,0
10346,8404,082009T,无人驾驶航空器系统工程,本科(普通),,08,工学,82,航空航天类,工学学士,四年,,,0,0
10271,8813,082010T,智能飞行器技术,本科(普通),,08,工学,82,航空航天类,工学学士,四年,,,172014,0
10912,9340,082011T,空天智能电推进技术,本科(普通),,08,工学,82,航空航天类,工学学士,四年,,,157277,0
10600,9785,082012T,飞行器运维工程,本科(普通),,08,工学,82,航空航天类,工学学士,四年,,,0,0
10051,212,082101,武器系统与工程,本科(普通),,08,工学,83,兵器类,工学学士,四年,,,124428,17500
9597,213,082102,武器发射工程,本科(普通),,08,工学,83,兵器类,工学学士,四年,,,122406,16900
9978,214,082103,探测制导与控制技术,本科(普通),,08,工学,83,兵器类,工学学士,四年,,,0,17300
9975,215,082104,弹药工程与爆炸技术,本科(普通),,08,工学,83,兵器类,工学学士,四年,,,119133,16200
9929,216,082105,特种能源技术与工程,本科(普通),,08,工学,83,兵器类,工学学士,四年,,,114151,17400
9991,217,082106,装甲车辆工程,本科(普通),,08,工学,83,兵器类,工学学士,四年,,,145834,17200
10044,218,082107,信息对抗技术,本科(普通),,08,工学,83,兵器类,工学学士,四年,,,149888,21400
10517,8691,082108T,智能无人系统技术,本科(普通),,08,工学,83,兵器类,工学学士,四年,,,155261,0
9847,220,082202,辐射防护与核安全,本科(普通),,08,工学,84,核工程类,工学学士,四年,,,155684,22700
9614,221,082203,工程物理,本科(普通),,08,工学,84,核工程类,工学学士,四年,,,0,29400
9607,222,082204,核化工与核燃料工程,本科(普通),,08,工学,84,核工程类,工学学士,四年,,,104293,13700
10012,223,082301,农业工程,本科(普通),,08,工学,0823,农业工程类,工学学士,四年,,,104118,15000
9647,224,082302,农业机械化及其自动化,本科(普通),,08,工学,0823,农业工程类,工学学士,四年,,,105038,14400
9828,225,082303,农业电气化,本科(普通),,08,工学,0823,农业工程类,工学学士,四年,,,126269,13200
9794,226,082304,农业建筑环境与能源工程,本科(普通),,08,工学,0823,农业工程类,工学学士,四年,,,0,16500
9823,227,082305,农业水利工程,本科(普通),,08,工学,0823,农业工程类,工学学士,四年,,,83636,15400
10147,8405,082306T,土地整治工程,本科(普通),,08,工学,0823,农业工程类,工学学士,四年,,,123146,0
10263,8680,082307T,农业智能装备工程,本科(普通),,08,工学,0823,农业工程类,工学学士,四年,,,144589,0
9703,228,082401,森林工程,本科(普通),,08,工学,86,林业工程类,工学学士,四年,,,103250,14100
9855,229,082402,木材科学与工程,本科(普通),,08,工学,86,林业工程类,工学学士,四年,,,0,15300
9563,230,082403,林产化工,本科(普通),,08,工学,86,林业工程类,工学学士,四年,,,127609,17200
10082,8406,082404T,家具设计与工程,本科(普通),,08,工学,86,林业工程类,工学学士,四年,,,0,0
10882,9341,082405T,木结构建筑与材料,本科(普通),,08,工学,86,林业工程类,工学学士,四年,,,115747,0
9973,231,082501,环境科学与工程,本科(普通),,08,工学,87,环境科学与工程类,工学学士,四年,,,108680,18700
9905,233,082503,环境科学,本科(普通),,08,工学,87,环境科学与工程类,"理学学士,工学学士",五年，四年,,,85712,17300
9936,234,082504,环境生态工程,本科(普通),,08,工学,87,环境科学与工程类,工学学士,四年,,,90040,16900
9079,1191,082505T,环保设备工程,本科(普通),,08,工学,87,环境科学与工程类,工学学士,四年,,,98334,18300
9163,1192,082506T,资源环境科学,本科(普通),,08,工学,87,环境科学与工程类,"理学学士,工学学士",四年,,,93346,16000
9357,1193,082507T,水质科学与技术,本科(普通),,08,工学,87,环境科学与工程类,工学学士,四年,,,85505,15700
9266,1194,082602T,假肢矫形工程,本科(普通),,08,工学,88,生物医学工程类,工学学士,四年,,,111011,19700
10518,8407,082603T,临床工程技术,本科(普通),,08,工学,88,生物医学工程类,工学学士,四年,,,0,0
10387,8702,082604T,康复工程,本科(普通),,08,工学,88,生物医学工程类,工学学士,四年,,,103079,0
10704,9888,082605T,健康科学与技术,本科(普通),,08,工学,88,生物医学工程类,工学学士,四年,,,115131,0
9766,236,082701,食品科学与工程,本科(普通),,08,工学,89,食品科学与工程类,"工学学士,农学学士",四年,,,106720,15400
9797,237,082702,食品质量与安全,本科(普通),,08,工学,89,食品科学与工程类,工学学士,四年,,,90983,13900
9735,238,082703,粮食工程,本科(普通),,08,工学,89,食品科学与工程类,工学学士,四年,,,103537,11300
9720,239,082704,乳品工程,本科(普通),,08,工学,89,食品科学与工程类,工学学士,四年,,,103537,8900
9810,240,082705,酿酒工程,本科(普通),,08,工学,89,食品科学与工程类,工学学士,四年,,,103537,13800
9245,1195,082706T,葡萄与葡萄酒工程,本科(普通),,08,工学,89,食品科学与工程类,工学学士,四年,,,103537,18300
9241,1196,082707T,食品营养与检验教育,本科(普通),,08,工学,89,食品科学与工程类,工学学士,四年,,,119056,9800
9203,1197,082708T,烹饪与营养教育,本科(普通),,08,工学,89,食品科学与工程类,工学学士,四年,,,66949,7900
10415,8408,082709T,食品安全与检测,本科(普通),,08,工学,89,食品科学与工程类,工学学士,四年,,,0,0
10451,8690,082710T,食品营养与健康,本科(普通),,08,工学,89,食品科学与工程类,工学学士,四年,,,0,0
10381,8697,082711T,食用菌科学与工程,本科(普通),,08,工学,89,食品科学与工程类,工学学士,四年,,,120871,0
10215,8709,082712T,白酒酿造工程,本科(普通),,08,工学,89,食品科学与工程类,工学学士,四年,,,100236,0
10714,9889,082713T,咖啡科学与工程,本科(普通),,08,工学,89,食品科学与工程类,工学学士,四年,,,150110,0
10037,242,082802,城乡规划,本科(普通),,08,工学,0828,建筑类,工学学士,五年，四年,,,93153,22100
9864,243,082803,风景园林,本科(普通),,08,工学,0828,建筑类,"工学学士,艺术学学士",五年，四年,,,90950,20500
9260,1198,082804T,历史建筑保护工程,本科(普通),,08,工学,0828,建筑类,工学学士,五年，四年,,,92953,18400
10177,8409,082805T,人居环境科学与技术,本科(普通),,08,工学,0828,建筑类,工学学士,四年,,,95218,0
10123,8685,082806T,城市设计,本科(普通),,08,工学,0828,建筑类,工学学士,四年,,,95156,0
10055,8695,082807T,智慧建筑与建造,本科(普通),,08,工学,0828,建筑类,工学学士,四年,,,95218,0
9867,244,082901,安全工程,本科(普通),,08,工学,91,安全科学与工程类,工学学士,四年,,,92521,18400
10546,8410,082902T,应急技术与管理,本科(普通),,08,工学,91,安全科学与工程类,工学学士,四年,,,99646,0
10262,8411,082903T,职业卫生工程,本科(普通),,08,工学,91,安全科学与工程类,工学学士,四年,,,102722,0
10657,9786,082904T,安全生产监管,本科(普通),,08,工学,91,安全科学与工程类,工学学士,四年,,,103121,0
9396,10123,082905TK,智慧应急,本科(普通),,08,工学,91,安全科学与工程类,工学学士,四年,,,0,0
9887,245,083001,生物工程,本科(普通),,08,工学,0830,生物工程类,工学学士,四年,,,105578,15100
9526,1199,083002T,生物制药,本科(普通),,08,工学,0830,生物工程类,工学学士,四年,,,112636,15300
10068,8683,083003T,合成生物学,本科(普通),,08,工学,0830,生物工程类,工学学士,四年,,,96158,0
9984,246,083101K,刑事科学技术,本科(普通),,08,工学,0831,公安技术类,工学学士,四年,,,120924,16200
9600,247,083102K,消防工程,本科(普通),,08,工学,0831,公安技术类,工学学士,四年,,,93767,19800
9099,1200,083103TK,交通管理工程,本科(普通),,08,工学,0831,公安技术类,工学学士,四年,,,0,20600
9465,1201,083104TK,安全防范工程,本科(普通),,08,工学,0831,公安技术类,工学学士,四年,,,107749,19600
9287,1202,083105TK,公安视听技术,本科(普通),,08,工学,0831,公安技术类,工学学士,四年,,,122495,15300
9277,1203,083106TK,抢险救援指挥与技术,本科(普通),,08,工学,0831,公安技术类,工学学士,四年,,,73529,15100
9383,1204,083107TK,火灾勘查,本科(普通),,08,工学,0831,公安技术类,工学学士,四年,,,73529,15400
9440,1205,083108TK,网络安全与执法,本科(普通),,08,工学,0831,公安技术类,工学学士,四年,,,145330,19200
9131,1206,083109TK,核生化消防,本科(普通),,08,工学,0831,公安技术类,工学学士,四年,,,73008,14700
9145,1289,083110TK,海警舰艇指挥与技术,本科(普通),,08,工学,0831,公安技术类,工学学士,四年,,,142922,0
10445,8412,083111TK,数据警务技术,本科(普通),,08,工学,0831,公安技术类,工学学士,四年,,,137256,0
10296,8814,083112TK,食品药品环境犯罪侦查技术,本科(普通),,08,工学,0831,公安技术类,工学学士,四年,,,117106,0
10034,248,090101,农学,本科(普通),,09,农学,94,植物生产类,农学学士,四年,,,92411,14100
9903,249,090102,园艺,本科(普通),,09,农学,94,植物生产类,农学学士,四年,,,71287,14600
9972,250,090103,植物保护,本科(普通),,09,农学,94,植物生产类,农学学士,四年,,,73870,13300
9776,251,090104,植物科学与技术,本科(普通),,09,农学,94,植物生产类,农学学士,四年,,,90412,20200
9788,252,090105,种子科学与工程,本科(普通),,09,农学,94,植物生产类,农学学士,四年,,,103817,19600
9577,253,090106,设施农业科学与工程,本科(普通),,09,农学,94,植物生产类,"工学学士,农学学士",四年,,,60724,20000
9442,1207,090107T,茶学,本科(普通),,09,农学,94,植物生产类,农学学士,四年,,,93601,12700
9538,1208,090108T,烟草,本科(普通),,09,农学,94,植物生产类,农学学士,四年,,,90080,14000
9313,1209,090109T,应用生物科学,本科(普通),,09,农学,94,植物生产类,"理学学士,农学学士",四年,,,91097,35000
9210,1210,090110T,农艺教育,本科(普通),,09,农学,94,植物生产类,农学学士,四年,,,88718,9100
9519,1211,090111T,园艺教育,本科(普通),,09,农学,94,植物生产类,农学学士,四年,,,101426,13900
10544,8688,090112T,智慧农业,本科(普通),,09,农学,94,植物生产类,农学学士,四年,,,81028,0
10460,8699,090113T,菌物科学与工程,本科(普通),,09,农学,94,植物生产类,农学学士,四年,,,0,0
10396,8700,090114T,农药化肥,本科(普通),,09,农学,94,植物生产类,农学学士,四年,,,0,0
10176,8815,090115T,生物农药科学与工程,本科(普通),,09,农学,94,植物生产类,农学学士,四年,,,113752,0
10606,9342,090116TK,生物育种科学,本科(普通),,09,农学,94,植物生产类,理学学士,四年,,,113752,0
10890,9891,090117TK,生物育种技术,本科(普通),,09,农学,94,植物生产类,农学学士,四年,,,113752,0
9983,254,090201,农业资源与环境,本科(普通),,09,农学,0902,自然保护与环境生态类,农学学士,四年,,,71843,13600
9894,255,090202,野生动物与自然保护区管理,本科(普通),,09,农学,0902,自然保护与环境生态类,农学学士,四年,,,87805,15400
9663,256,090203,水土保持与荒漠化防治,本科(普通),,09,农学,0902,自然保护与环境生态类,农学学士,四年,,,63856,14300
10253,8681,090204T,生物质科学与工程,本科(普通),,09,农学,0902,自然保护与环境生态类,农学学士,四年,,,153265,0
10471,8816,090205T,土地科学与技术,本科(普通),,09,农学,0902,自然保护与环境生态类,农学学士,四年,,,106703,0
10621,9343,090206T,湿地保护与恢复,本科(普通),,09,农学,0902,自然保护与环境生态类,农学学士,四年,,,130166,0
10783,9787,090207TK,国家公园建设与管理,本科(普通),,09,农学,0902,自然保护与环境生态类,"农学学士,管理学学士",四年,,,125178,0
10988,9892,090208TK,生态修复学,本科(普通),,09,农学,0902,自然保护与环境生态类,农学学士,四年,,,95075,0
9754,257,090301,动物科学,本科(普通),,09,农学,96,动物生产类,农学学士,四年,,,86463,13300
9103,1212,090302T,蚕学,本科(普通),,09,农学,96,动物生产类,农学学士,四年,,,86463,11700
9347,1213,090303T,蜂学,本科(普通),,09,农学,96,动物生产类,农学学士,四年,,,80461,13800
10534,8413,090304T,经济动物学,本科(普通),,09,农学,96,动物生产类,农学学士,四年,,,81185,0
10126,8414,090305T,马业科学,本科(普通),,09,农学,96,动物生产类,农学学士,四年,,,0,0
10278,8817,090306T,饲料工程,本科(普通),,09,农学,96,动物生产类,"工学学士,农学学士",四年,,,83958,0
10211,8818,090307T,智慧牧业科学与工程,本科(普通),,09,农学,96,动物生产类,农学学士,四年,,,126896,0
9804,258,090401,动物医学,本科(普通),,09,农学,97,动物医学类,农学学士,五年，四年,,,86463,13000
10011,259,090402,动物药学,本科(普通),,09,农学,97,动物医学类,农学学士,五年，四年,,,77844,12100
9308,1214,090403T,动植物检疫,本科(普通),,09,农学,97,动物医学类,"理学学士,农学学士",四年,,,81877,10700
10541,8415,090404T,实验动物学,本科(普通),,09,农学,97,动物医学类,农学学士,四年,,,83366,0
10239,8416,090405T,中兽医学,本科(普通),,09,农学,97,动物医学类,农学学士,四年,,,0,0
10095,8819,090406TK,兽医公共卫生,本科(普通),,09,农学,97,动物医学类,农学学士,五年,,,85394,0
9623,260,090501,林学,本科(普通),,09,农学,98,林学类,农学学士,四年,,,74242,15100
9755,261,090502,园林,本科(普通),,09,农学,98,林学类,农学学士,四年,,,72992,18800
9899,262,090503,森林保护,本科(普通),,09,农学,98,林学类,农学学士,四年,,,56951,13900
10478,8417,090504T,经济林,本科(普通),,09,农学,98,林学类,农学学士,四年,,,105435,0
10896,9344,090505T,智慧林业,本科(普通),,09,农学,98,林学类,农学学士,四年,,,160044,0
10038,263,090601,水产养殖学,本科(普通),,09,农学,0906,水产类,农学学士,四年,,,77616,11900
9909,264,090602,海洋渔业科学与技术,本科(普通),,09,农学,0906,水产类,农学学士,四年,,,77420,17200
9516,1215,090603T,水族科学与技术,本科(普通),,09,农学,0906,水产类,农学学士,四年,,,79053,22400
9225,1255,090604TK,水生动物医学,本科(普通),,09,农学,0906,水产类,农学学士,四年,,,88731,0
10023,265,090701,草业科学,本科(普通),,09,农学,100,草学类,农学学士,四年,,,72585,14700
10468,8710,090702T,草坪科学与工程,本科(普通),,09,农学,100,草学类,农学学士,四年,,,0,0
9779,266,100101K,基础医学,本科(普通),,10,医学,101,基础医学类,医学学士,五年,,,105377,16000
9258,1290,100102TK,生物医学,本科(普通),,10,医学,101,基础医学类,理学学士,四年,,,107440,0
9314,1291,100103T,生物医学科学,本科(普通),,10,医学,101,基础医学类,理学学士,四年,,,115131,0
10014,267,100201K,临床医学,本科(普通),,10,医学,102,临床医学类,医学学士,五年,,,103337,18000
9452,1216,100202TK,麻醉学,本科(普通),,10,医学,102,临床医学类,医学学士,五年,,,87952,16900
9527,1217,100203TK,医学影像学,本科(普通),,10,医学,102,临床医学类,医学学士,五年,,,88080,12600
9146,1218,100204TK,眼视光医学,本科(普通),,10,医学,102,临床医学类,医学学士,五年,,,80744,17200
9297,1219,100205TK,精神医学,本科(普通),,10,医学,102,临床医学类,医学学士,五年,,,110663,14400
9326,1220,100206TK,放射医学,本科(普通),,10,医学,102,临床医学类,医学学士,五年,,,76169,15900
9080,1252,100207TK,儿科学,本科(普通),,10,医学,102,临床医学类,医学学士,五年,,,82340,0
9751,268,100301K,口腔医学,本科(普通),,10,医学,103,口腔医学类,医学学士,五年,,,101217,17800
9965,269,100401K,预防医学,本科(普通),,10,医学,104,公共卫生与预防医学类,医学学士,五年,,,101105,16000
9627,270,100402,食品卫生与营养学,本科(普通),,10,医学,104,公共卫生与预防医学类,理学学士,四年,,,78829,22500
9381,1221,100403TK,妇幼保健医学,本科(普通),,10,医学,104,公共卫生与预防医学类,医学学士,五年,,,101788,17400
9522,1222,100404TK,卫生监督,本科(普通),,10,医学,104,公共卫生与预防医学类,医学学士,五年,,,75799,18000
9402,1223,100405TK,全球健康学,本科(普通),,10,医学,104,公共卫生与预防医学类,理学学士,四年,,,76155,17900
10535,8820,100406T,运动与公共健康,本科(普通),,10,医学,104,公共卫生与预防医学类,理学学士,四年,,,101078,0
9988,271,100501K,中医学,本科(普通),,10,医学,105,中医学类,医学学士,五年,,,104407,15300
9681,272,100502K,针灸推拿学,本科(普通),,10,医学,105,中医学类,医学学士,五年,,,110047,15700
9746,273,100503K,藏医学,本科(普通),,10,医学,105,中医学类,医学学士,五年,,,108272,16000
9609,274,100504K,蒙医学,本科(普通),,10,医学,105,中医学类,医学学士,五年,,,108272,15600
9744,275,100505K,维医学,本科(普通),,10,医学,105,中医学类,医学学士,五年,,,107947,14900
9632,276,100506K,壮医学,本科(普通),,10,医学,105,中医学类,医学学士,五年,,,107947,15700
9801,277,100507K,哈医学,本科(普通),,10,医学,105,中医学类,医学学士,五年,,,108272,14700
9119,1292,100508TK,傣医学,本科(普通),,10,医学,105,中医学类,医学学士,五年,,,96190,0
9324,1293,100509TK,回医学,本科(普通),,10,医学,105,中医学类,医学学士,五年,,,85435,0
10106,8418,100510TK,中医康复学,本科(普通),,10,医学,105,中医学类,医学学士,五年,,,90890,0
10245,8419,100511TK,中医养生学,本科(普通),,10,医学,105,中医学类,医学学士,五年,,,73456,0
10338,8420,100512TK,中医儿科学,本科(普通),,10,医学,105,中医学类,医学学士,五年,,,85256,0
10117,8421,100513TK,中医骨伤科学,本科(普通),,10,医学,105,中医学类,医学学士,五年,,,85256,0
9949,278,100601K,中西医临床医学,本科(普通),,10,医学,106,中西医结合类,医学学士,五年,,,115751,15000
9581,279,100701,药学,本科(普通),,10,医学,107,药学类,理学学士,四年,,,118263,15900
9963,280,100702,药物制剂,本科(普通),,10,医学,107,药学类,理学学士,四年,,,111362,12900
9288,1224,100703TK,临床药学,本科(普通),,10,医学,107,药学类,理学学士,五年，四年,,,119533,16400
9490,1225,100704T,药事管理,本科(普通),,10,医学,107,药学类,理学学士,四年,,,119806,18700
9342,1226,100705T,药物分析,本科(普通),,10,医学,107,药学类,理学学士,四年,,,119533,16700
9459,1227,100706T,药物化学,本科(普通),,10,医学,107,药学类,理学学士,四年,,,120359,19000
9220,1228,100707T,海洋药学,本科(普通),,10,医学,107,药学类,理学学士,四年,,,119822,11400
10340,8422,100708T,化妆品科学与技术,本科(普通),,10,医学,107,药学类,理学学士,四年,,,105335,0
9481,10128,100709TK,药物经济与管理,本科(普通),,10,医学,107,药学类,管理学学士,四年,,,0,0
9875,281,100801,中药学,本科(普通),,10,医学,108,中药学类,理学学士,四年,,,119813,14000
9732,282,100802,中药资源与开发,本科(普通),,10,医学,108,中药学类,理学学士,四年,,,113360,12700
9282,1229,100803T,藏药学,本科(普通),,10,医学,108,中药学类,理学学士,五年，四年,,,101074,15000
9532,1230,100804T,蒙药学,本科(普通),,10,医学,108,中药学类,理学学士,四年,,,102566,14300
9272,1231,100805T,中药制药,本科(普通),,10,医学,108,中药学类,"理学学士,工学学士",四年,,,121418,12200
9328,1232,100806T,中草药栽培与鉴定,本科(普通),,10,医学,108,中药学类,理学学士,四年,,,116020,13900
9763,283,100901K,法医学,本科(普通),,10,医学,109,法医学类,医学学士,五年,,,106609,17000
9687,284,101001,医学检验技术,本科(普通),,10,医学,1010,医学技术类,理学学士,四年,,,102484,15100
9789,285,101002,医学实验技术,本科(普通),,10,医学,1010,医学技术类,理学学士,四年,,,72635,16400
9902,286,101003,医学影像技术,本科(普通),,10,医学,1010,医学技术类,理学学士,四年,,,102941,15400
9868,287,101004,眼视光学,本科(普通),,10,医学,1010,医学技术类,理学学士,四年,,,62840,8000
9856,288,101005,康复治疗学,本科(普通),,10,医学,1010,医学技术类,理学学士,四年,,,92326,13600
9928,289,101006,口腔医学技术,本科(普通),,10,医学,1010,医学技术类,理学学士,四年,,,71515,16400
9969,290,101007,卫生检验与检疫,本科(普通),,10,医学,1010,医学技术类,理学学士,四年,,,74579,13100
9474,1233,101008T,听力与言语康复学,本科(普通),,10,医学,1010,医学技术类,理学学士,五年，四年,,,72560,16600
10368,8423,101009T,康复物理治疗,本科(普通),,10,医学,1010,医学技术类,理学学士,四年,,,112096,0
10359,8424,101010T,康复作业治疗,本科(普通),,10,医学,1010,医学技术类,理学学士,四年,,,110239,0
9343,10130,101016TK,健康与医疗保障,本科(普通),,10,医学,1010,医学技术类,管理学学士,四年,,,0,0
9286,10131,101017TK,老年医学与健康,本科(普通),,10,医学,1010,医学技术类,管理学学士,四年,,,0,0
9569,291,101101K,护理学,本科(普通),,10,医学,111,护理学类,理学学士,四年,,,81027,14100
10380,8426,101102TK,助产学,本科(普通),,10,医学,111,护理学类,理学学士,四年,,,76853,0
9999,292,120101,管理科学,本科(普通),,12,管理学,112,管理科学与工程类,"理学学士,管理学学士",五年，四年,,,96716,18600
9915,293,120102,信息管理与信息系统,本科(普通),,12,管理学,112,管理科学与工程类,"工学学士,管理学学士",四年,,,109939,19100
10030,295,120104,房地产开发与管理,本科(普通),,12,管理学,112,管理科学与工程类,管理学学士,四年,,,93672,23000
9863,296,120105,工程造价,本科(普通),,12,管理学,112,管理科学与工程类,"工学学士,管理学学士",四年,,,96413,22200
9434,1234,120106TK,保密管理,本科(普通),,12,管理学,112,管理科学与工程类,管理学学士,四年,,,77905,20900
10477,8427,120107T,邮政管理,本科(普通),,12,管理学,112,管理科学与工程类,管理学学士,四年,,,0,0
10467,8428,120108T,大数据管理与应用,本科(普通),,12,管理学,112,管理科学与工程类,管理学学士,四年,,,132496,0
10083,8429,120109T,工程审计,本科(普通),,12,管理学,112,管理科学与工程类,管理学学士,四年,,,0,0
10342,8430,120110T,计算金融,本科(普通),,12,管理学,112,管理科学与工程类,管理学学士,四年,,,0,0
10158,8687,120111T,应急管理,本科(普通),,12,管理学,112,管理科学与工程类,管理学学士,四年,,,63163,0
9870,297,120201K,工商管理,本科(普通),,12,管理学,1202,工商管理类,管理学学士,四年,,,118368,16800
9833,298,120202,市场营销,本科(普通),,12,管理学,1202,工商管理类,管理学学士,四年,,,116919,18100
9996,299,120203K,会计学,本科(普通),,12,管理学,1202,工商管理类,管理学学士,四年,,,121665,16900
9765,300,120204,财务管理,本科(普通),,12,管理学,1202,工商管理类,管理学学士,四年,,,119787,17800
9650,301,120205,国际商务,本科(普通),,12,管理学,1202,工商管理类,管理学学士,四年,,,115880,18800
9596,302,120206,人力资源管理,本科(普通),,12,管理学,1202,工商管理类,管理学学士,四年,,,117794,17400
10054,303,120207,审计学,本科(普通),,12,管理学,1202,工商管理类,管理学学士,四年,,,120980,20000
9891,304,120208,资产评估,本科(普通),,12,管理学,1202,工商管理类,管理学学士,四年,,,120837,20700
9993,305,120209,物业管理,本科(普通),,12,管理学,1202,工商管理类,管理学学士,四年,,,70846,17000
9750,306,120210,文化产业管理,本科(普通),,12,管理学,1202,工商管理类,"管理学学士,艺术学学士",四年,,,121519,17200
